,enrollee_id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,target
7858,22850,city_114,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,0.0
7859,13325,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,0.0
7860,27109,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,NGO,0.0
7863,27352,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,0.0
7865,25577,city_103,Male,Has relevent experience,no_enrollment,Graduate,Other,5,1000-4999,Pvt Ltd,0.0
7866,20549,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,2,<10,Public Sector,0.0
7869,31522,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,0.0
7870,22335,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Early Stage Startup,0.0
7873,2871,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Public Sector,1.0
7875,4411,city_103,Female,No relevent experience,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,0.0
7877,5584,city_115,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
7880,16031,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
7883,15146,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10/49,Pvt Ltd,1.0
7884,30798,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
7885,14550,city_21,Male,No relevent experience,Full time course,Graduate,STEM,<1,50-99,Early Stage Startup,1.0
7887,10644,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,50-99,Pvt Ltd,1.0
7890,2334,city_83,Female,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,0.0
7892,8948,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Public Sector,0.0
7893,6454,city_99,Male,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,0.0
7898,21880,city_97,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,0.0
7901,24207,city_114,Female,Has relevent experience,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,0.0
7904,26901,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,0.0
7907,32588,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1.0
7908,18634,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,0.0
7910,29935,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,0.0
7911,31500,city_16,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,0.0
7912,32217,city_16,Female,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
7915,14374,city_149,Male,No relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,0.0
7916,29107,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Public Sector,1.0
7917,26729,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,17,50-99,Pvt Ltd,0.0
7918,29060,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,0.0
7919,11376,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Funded Startup,0.0
7924,11854,city_61,Male,No relevent experience,Full time course,Graduate,Humanities,1,<10,NGO,0.0
7925,21175,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,0.0
7926,32253,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,0.0
7927,24541,city_145,Other,No relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,1.0
7929,21678,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
7930,32121,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,0.0
7931,22242,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Public Sector,1.0
7935,16730,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,<10,Pvt Ltd,0.0
7938,5223,city_101,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,NGO,0.0
7939,24150,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,4,5000-9999,Pvt Ltd,1.0
7941,891,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,0.0
7944,3801,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,5,5000-9999,Pvt Ltd,0.0
7949,30325,city_27,Male,Has relevent experience,no_enrollment,Graduate,Other,3,50-99,Pvt Ltd,0.0
7950,10533,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Other,0.0
7952,12746,city_61,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,0.0
7955,9210,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,0.0
7957,19613,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
7958,27273,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,0.0
7959,30062,city_16,Female,No relevent experience,Full time course,Masters,STEM,15,50-99,Public Sector,0.0
7962,30425,city_103,Female,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Pvt Ltd,0.0
7963,21357,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1.0
7964,27477,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,0.0
7968,6676,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,9,5000-9999,Pvt Ltd,0.0
7969,27948,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,0.0
7970,10459,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,5,50-99,Pvt Ltd,0.0
7971,27666,city_83,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,0.0
7976,2910,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,0.0
7977,6047,city_103,Male,No relevent experience,no_enrollment,Graduate,Humanities,4,100-500,Pvt Ltd,0.0
7981,7694,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
7985,23944,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,500-999,Pvt Ltd,0.0
7989,23897,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,0.0
7990,11873,city_46,Male,No relevent experience,no_enrollment,Phd,STEM,14,100-500,Public Sector,0.0
7991,31080,city_10,Male,Has relevent experience,Full time course,Graduate,STEM,9,100-500,Pvt Ltd,1.0
7995,26293,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,Pvt Ltd,0.0
7997,13069,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,9,5000-9999,Pvt Ltd,0.0
8002,13260,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,0.0
8004,27680,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
8006,31085,city_16,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,Pvt Ltd,0.0
8008,10148,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,0.0
8010,27256,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,0.0
8011,1259,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Early Stage Startup,0.0
8014,25662,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,0.0
8015,10385,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
8017,11157,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
8020,1287,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
8021,7940,city_157,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Pvt Ltd,0.0
8025,26124,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
8026,7083,city_116,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
8028,27911,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
8030,30528,city_136,Male,Has relevent experience,Part time course,Graduate,STEM,3,5000-9999,Pvt Ltd,0.0
8031,25988,city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,17,100-500,Pvt Ltd,0.0
8036,12518,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,0.0
8037,17266,city_75,Male,Has relevent experience,Part time course,Graduate,STEM,9,<10,Early Stage Startup,0.0
8039,9882,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
8040,5214,city_67,Female,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,0.0
8046,27349,city_40,Female,No relevent experience,no_enrollment,Masters,STEM,1,10/49,Pvt Ltd,1.0
8050,11775,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
8051,26774,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Funded Startup,0.0
8055,10361,city_46,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,<10,Pvt Ltd,0.0
8056,838,city_73,Male,Has relevent experience,Part time course,Graduate,STEM,11,100-500,Pvt Ltd,0.0
8057,25772,city_103,Male,Has relevent experience,no_enrollment,Phd,Arts,1,50-99,Funded Startup,1.0
8060,29751,city_50,Male,Has relevent experience,no_enrollment,Masters,Business Degree,>20,10/49,Pvt Ltd,0.0
8061,13692,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0.0
8063,1369,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,0.0
8065,25674,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,0.0
8066,30210,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,2,100-500,Pvt Ltd,0.0
8067,31160,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1.0
8069,11375,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,0.0
8072,25040,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10/49,Pvt Ltd,1.0
8075,12418,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
8076,16754,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
8084,16235,city_75,Male,No relevent experience,Part time course,Graduate,STEM,11,10000+,Public Sector,0.0
8090,2981,city_36,Male,Has relevent experience,Part time course,Graduate,Humanities,17,50-99,Pvt Ltd,0.0
8092,13179,city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
8095,4127,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,0.0
8096,22454,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,1.0
8098,773,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,15,1000-4999,Pvt Ltd,0.0
8099,5382,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
8101,22821,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Public Sector,0.0
8102,32991,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
8103,33296,city_114,Male,Has relevent experience,no_enrollment,Graduate,Other,10,<10,Pvt Ltd,0.0
8107,14559,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,2,<10,Pvt Ltd,0.0
8109,28023,city_134,Male,No relevent experience,no_enrollment,Masters,STEM,12,500-999,NGO,0.0
8110,9632,city_103,Female,No relevent experience,no_enrollment,Phd,STEM,8,50-99,Public Sector,0.0
8111,31817,city_16,Male,Has relevent experience,no_enrollment,Graduate,No Major,16,100-500,Pvt Ltd,0.0
8113,8006,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
8114,16647,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,0.0
8121,6229,city_114,Male,No relevent experience,Full time course,Graduate,STEM,1,10/49,Funded Startup,1.0
8123,25813,city_99,Male,No relevent experience,no_enrollment,Graduate,STEM,2,100-500,Public Sector,0.0
8127,16581,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
8128,7658,city_101,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,0.0
8130,20488,city_77,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
8136,12753,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10000+,Pvt Ltd,0.0
8137,13380,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
8140,30289,city_103,Male,Has relevent experience,Part time course,Masters,STEM,11,500-999,Public Sector,0.0
8146,29179,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
8148,2632,city_28,Male,No relevent experience,no_enrollment,Phd,STEM,>20,<10,Pvt Ltd,0.0
8150,6571,city_90,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0.0
8151,19789,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,13,50-99,Pvt Ltd,1.0
8152,31885,city_100,Male,No relevent experience,no_enrollment,Graduate,Humanities,15,100-500,Public Sector,0.0
8154,8928,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,10/49,Pvt Ltd,0.0
8155,19185,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,1.0
8162,15919,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,0.0
8166,29980,city_11,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,0.0
8168,14313,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1.0
8169,19106,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,0.0
8170,28519,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1.0
8171,21895,city_16,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,12,10/49,Pvt Ltd,0.0
8172,22908,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,1.0
8175,4094,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,0.0
8178,23939,city_114,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Public Sector,0.0
8180,2261,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,0.0
8183,27129,city_103,Male,No relevent experience,Full time course,Graduate,STEM,4,500-999,Pvt Ltd,1.0
8185,26945,city_114,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,0.0
8186,606,city_160,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,0.0
8188,23645,city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
8189,18173,city_149,Male,Has relevent experience,Full time course,Graduate,STEM,16,<10,Early Stage Startup,0.0
8190,15387,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,500-999,Funded Startup,0.0
8192,27359,city_11,Male,Has relevent experience,Part time course,Masters,STEM,9,50-99,Pvt Ltd,1.0
8193,23482,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,0.0
8194,29523,city_103,Male,No relevent experience,no_enrollment,Graduate,Humanities,>20,50-99,NGO,0.0
8198,897,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,0.0
8202,32858,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10/49,Early Stage Startup,0.0
8205,29315,city_61,Female,Has relevent experience,no_enrollment,Masters,STEM,5,<10,Early Stage Startup,0.0
8208,23898,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,0.0
8210,18729,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,0.0
8211,23717,city_50,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
8214,26707,city_114,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Funded Startup,0.0
8218,7664,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Funded Startup,0.0
8220,26079,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,0.0
8221,7574,city_103,Female,Has relevent experience,no_enrollment,Graduate,Business Degree,4,100-500,Funded Startup,0.0
8223,8621,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
8224,4557,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,0.0
8229,1793,city_157,Male,Has relevent experience,Part time course,Graduate,STEM,5,10000+,Pvt Ltd,0.0
8236,13802,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
8238,16450,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,0.0
8239,9769,city_103,Female,Has relevent experience,no_enrollment,Phd,STEM,5,50-99,Pvt Ltd,0.0
8241,4254,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
8243,23061,city_61,Male,No relevent experience,no_enrollment,Graduate,STEM,1,<10,Pvt Ltd,0.0
8246,26685,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Funded Startup,0.0
8248,2647,city_176,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,0.0
8249,27807,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1.0
8251,2967,city_30,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
8252,21997,city_16,Male,No relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,0.0
8254,27656,city_167,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,0.0
8256,15845,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,<1,10/49,Early Stage Startup,0.0
8260,21612,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,0.0
8262,27070,city_57,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
8263,14825,city_2,Female,Has relevent experience,no_enrollment,Graduate,STEM,20,<10,Funded Startup,0.0
8264,32053,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Funded Startup,1.0
8265,18447,city_23,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10/49,Funded Startup,0.0
8266,2856,city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
8267,10520,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
8268,2203,city_21,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,1.0
8269,13890,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0.0
8271,11336,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
8274,3332,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,0.0
8277,17408,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
8278,9946,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,0.0
8280,19736,city_28,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
8282,2347,city_67,Male,Has relevent experience,Part time course,Graduate,STEM,10,50-99,Pvt Ltd,0.0
8285,19838,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
8290,15138,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0.0
8292,1244,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,1000-4999,Pvt Ltd,0.0
8297,26739,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Public Sector,0.0
8300,7336,city_114,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,100-500,Funded Startup,0.0
8301,31231,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,0.0
8304,19933,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,0.0
8306,22645,city_21,Female,Has relevent experience,no_enrollment,Masters,STEM,5,50-99,Pvt Ltd,0.0
8307,2638,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0.0
8308,20859,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,0.0
8310,25691,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Funded Startup,0.0
8311,1106,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
8314,2497,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,0.0
8316,3067,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,0.0
8317,4087,city_94,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
8318,8360,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,0.0
8320,4023,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,NGO,0.0
8324,23191,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Funded Startup,0.0
8328,4668,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,19,100-500,Pvt Ltd,0.0
8334,28256,city_104,Male,No relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,0.0
8335,14993,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
8336,15985,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,0.0
8338,17522,city_103,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Funded Startup,1.0
8342,14459,city_105,Male,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,0.0
8347,26813,city_103,Male,No relevent experience,Full time course,Graduate,STEM,2,10000+,Pvt Ltd,0.0
8349,16505,city_114,Male,Has relevent experience,no_enrollment,Masters,Other,7,100-500,Pvt Ltd,0.0
8353,18704,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Funded Startup,0.0
8355,12902,city_30,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,0.0
8359,29397,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,NGO,0.0
8360,26064,city_71,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,0.0
8362,3864,city_10,Male,Has relevent experience,Part time course,Graduate,STEM,19,<10,Early Stage Startup,0.0
8364,32368,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,10/49,Pvt Ltd,0.0
8367,23205,city_97,Male,Has relevent experience,no_enrollment,Masters,STEM,19,10/49,Pvt Ltd,0.0
8369,7995,city_67,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,0.0
8374,23753,city_64,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
8376,9898,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Funded Startup,0.0
8377,29258,city_84,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,<10,Pvt Ltd,0.0
8384,21116,city_103,Male,No relevent experience,Part time course,Graduate,STEM,2,1000-4999,Pvt Ltd,0.0
8385,13554,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
8387,12683,city_21,Female,No relevent experience,no_enrollment,Graduate,Arts,<1,100-500,Funded Startup,0.0
8398,30754,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,0.0
8399,18576,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
8400,10986,city_146,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
8402,1760,city_103,Male,Has relevent experience,Full time course,Masters,STEM,10,10000+,Pvt Ltd,0.0
8403,25067,city_101,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1.0
8407,2504,city_165,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
8412,9427,city_16,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17,1000-4999,Pvt Ltd,0.0
8413,2822,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Public Sector,0.0
8416,15002,city_16,Female,Has relevent experience,no_enrollment,Masters,Business Degree,2,10/49,Pvt Ltd,0.0
8418,1715,city_89,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
8420,14463,city_21,Female,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1.0
8423,29887,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
8426,29412,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,0.0
8427,14017,city_103,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
8430,10111,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,8,100-500,Funded Startup,0.0
8434,25111,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,5,500-999,Pvt Ltd,1.0
8435,18639,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,0.0
8436,20110,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,0.0
8438,23509,city_16,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,<10,Funded Startup,0.0
8440,19837,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
