,enrollee_id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,target
8039,9882,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
15831,2823,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Funded Startup,1.0
10550,13413,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,500-999,Pvt Ltd,0.0
2681,25368,city_116,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,0.0
9382,9919,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,0.0
14480,13145,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,0.0
9290,21254,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,0.0
15790,3449,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,0.0
18726,20524,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
11248,15148,city_55,Male,Has relevent experience,Part time course,Graduate,STEM,12,100-500,Pvt Ltd,0.0
12624,11044,city_83,Male,Has relevent experience,no_enrollment,Masters,STEM,5,1000-4999,Pvt Ltd,0.0
9085,27827,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,1.0
14931,29270,city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,0.0
12769,14983,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,0.0
17262,14103,city_64,Male,Has relevent experience,Part time course,Graduate,STEM,15,100-500,Pvt Ltd,0.0
14329,21647,city_10,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
5435,4126,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,100-500,Pvt Ltd,0.0
3212,8152,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1.0
15492,22554,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1.0
7353,8670,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,0.0
18125,22307,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,0.0
273,13150,city_16,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,0.0
9560,7857,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1.0
7880,16031,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
8185,26945,city_114,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,0.0
12757,14546,city_71,Male,Has relevent experience,Part time course,Masters,STEM,6,<10,Funded Startup,0.0
11187,25228,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
18442,13048,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,0.0
2881,32208,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Funded Startup,0.0
5423,12822,city_16,Male,Has relevent experience,Part time course,Phd,STEM,>20,1000-4999,Public Sector,0.0
1539,3716,city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,0.0
8700,414,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,50-99,Pvt Ltd,0.0
4030,25959,city_10,Male,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Pvt Ltd,0.0
10717,2306,city_77,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,0.0
11830,3336,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,10,100-500,NGO,0.0
14582,12396,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,100-500,Pvt Ltd,1.0
10795,3585,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,0.0
9899,19528,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Public Sector,0.0
2624,31394,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,0.0
2162,8720,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
16747,28703,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,0.0
7778,26770,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1.0
1034,10933,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,0.0
13627,5908,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
8476,11067,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,7,5000-9999,Public Sector,1.0
16420,10174,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,0.0
18395,7285,city_93,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Funded Startup,0.0
8169,19106,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,0.0
13429,2685,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,0.0
3388,11175,city_12,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,0.0
10900,9079,city_9,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,0.0
4384,16381,city_136,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,0.0
14607,5438,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
5685,13618,city_21,Male,Has relevent experience,Part time course,Graduate,STEM,3,10/49,Pvt Ltd,0.0
16853,20024,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
6912,16932,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,3,500-999,Pvt Ltd,0.0
2144,10937,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,0.0
5196,12004,city_45,Male,No relevent experience,Part time course,Graduate,STEM,8,100-500,Funded Startup,0.0
15234,26700,city_103,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,5000-9999,NGO,0.0
5821,11771,city_21,Male,Has relevent experience,Full time course,Masters,STEM,7,10000+,Pvt Ltd,1.0
7302,25863,city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,1.0
7073,15319,city_19,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,0.0
3011,33350,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Pvt Ltd,1.0
13468,11364,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
11669,24911,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
77,22134,city_103,Male,No relevent experience,no_enrollment,Graduate,Humanities,3,100-500,Pvt Ltd,0.0
5234,19539,city_28,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,500-999,Pvt Ltd,0.0
1234,4505,city_160,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Funded Startup,0.0
3017,20727,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,0.0
17069,143,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,1.0
1930,27079,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,19,<10,Funded Startup,0.0
14649,19475,city_14,Male,Has relevent experience,no_enrollment,Masters,STEM,14,<10,Pvt Ltd,0.0
732,27139,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,1.0
9003,16924,city_103,Male,Has relevent experience,no_enrollment,Masters,Arts,7,1000-4999,Pvt Ltd,0.0
16167,495,city_103,Male,No relevent experience,no_enrollment,Phd,STEM,15,5000-9999,Pvt Ltd,0.0
7884,30798,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
18127,12049,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,0.0
9451,29362,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
17718,31814,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
1691,28517,city_136,Male,No relevent experience,no_enrollment,Masters,STEM,12,10/49,Funded Startup,0.0
18349,27798,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
14276,19827,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,0.0
15709,22046,city_83,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
9513,30060,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Early Stage Startup,1.0
17126,719,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,50-99,Pvt Ltd,0.0
18599,28364,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,0.0
17489,12577,city_16,Male,No relevent experience,no_enrollment,Phd,STEM,>20,500-999,Public Sector,0.0
4734,29441,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1.0
18579,19214,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,3,50-99,Pvt Ltd,1.0
8004,27680,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
11371,1030,city_28,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,0.0
5936,16739,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Early Stage Startup,1.0
14483,15050,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
19155,24576,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
302,32534,city_102,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,0.0
9067,24432,city_65,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,Pvt Ltd,0.0
6453,2920,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,0.0
12904,29749,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,0.0
5814,16448,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1.0
11255,25978,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Public Sector,1.0
4643,28241,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,50-99,Funded Startup,0.0
14578,1857,city_123,Male,Has relevent experience,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,0.0
10655,22710,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1.0
11612,28472,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,0.0
2901,28805,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,NGO,0.0
7339,20218,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Early Stage Startup,0.0
8241,4254,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
10174,20393,city_11,Male,Has relevent experience,Part time course,Graduate,No Major,6,500-999,Pvt Ltd,1.0
11780,19692,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,1.0
11993,29021,city_97,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
6002,23278,city_90,Male,Has relevent experience,Full time course,Masters,STEM,14,<10,Pvt Ltd,0.0
3801,23094,city_53,Male,Has relevent experience,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,0.0
1557,27272,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,6,50-99,NGO,0.0
7002,31531,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,0.0
13344,14411,city_21,Male,Has relevent experience,Full time course,Masters,STEM,1,50-99,Pvt Ltd,1.0
2502,10605,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,0.0
13301,25709,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,0.0
11362,2191,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10/49,Early Stage Startup,0.0
17399,26598,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,NGO,0.0
500,23856,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,0.0
17575,28311,city_103,Male,Has relevent experience,Part time course,Masters,Humanities,10,10000+,Public Sector,0.0
3809,32076,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,1.0
17289,15042,city_128,Male,Has relevent experience,no_enrollment,Graduate,No Major,4,10000+,Pvt Ltd,1.0
741,30878,city_91,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0.0
17261,13563,city_11,Male,Has relevent experience,Part time course,Masters,STEM,7,10/49,Pvt Ltd,1.0
18902,351,city_144,Male,No relevent experience,Part time course,Graduate,Other,19,10/49,Pvt Ltd,0.0
10148,30247,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,0.0
18157,4473,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Funded Startup,1.0
3979,29646,city_11,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10/49,Pvt Ltd,1.0
784,28603,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
10791,8552,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,NGO,0.0
12728,11660,city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1.0
15836,8381,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,5000-9999,Pvt Ltd,1.0
16931,11828,city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,0.0
2988,5746,city_102,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
15312,6352,city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Funded Startup,0.0
14302,18549,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1.0
5170,21542,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,0.0
11663,2217,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,0.0
2604,24106,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,0.0
4142,14424,city_74,Male,No relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1.0
15260,20063,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,5000-9999,Pvt Ltd,0.0
9343,245,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,0.0
7071,3792,city_160,Male,No relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1.0
4308,14704,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0.0
16149,31313,city_67,Male,No relevent experience,Full time course,Graduate,STEM,7,5000-9999,Pvt Ltd,0.0
17592,11040,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,0.0
14722,32309,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,0.0
9606,26785,city_138,Male,No relevent experience,Full time course,Graduate,STEM,11,50-99,Pvt Ltd,0.0
16839,33035,city_103,Male,Has relevent experience,Part time course,Masters,STEM,15,1000-4999,Pvt Ltd,0.0
18241,1511,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Funded Startup,0.0
5833,12583,city_100,Male,No relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,0.0
18110,30815,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,0.0
18981,6572,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,0.0
818,23741,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1.0
17382,14366,city_75,Male,Has relevent experience,no_enrollment,Masters,STEM,13,50-99,Pvt Ltd,0.0
376,15468,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,0.0
19106,18131,city_100,Male,No relevent experience,Full time course,Masters,STEM,6,100-500,Public Sector,0.0
2520,3394,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,0.0
19146,13167,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,500-999,Pvt Ltd,0.0
7143,28639,city_61,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Funded Startup,0.0
3187,16469,city_114,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
7352,6481,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
5141,24931,city_10,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,0.0
17552,30541,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
11974,2844,city_105,Male,Has relevent experience,no_enrollment,Graduate,No Major,11,100-500,NGO,0.0
251,28838,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,0.0
15664,105,city_23,Male,Has relevent experience,no_enrollment,Masters,STEM,13,100-500,Funded Startup,0.0
7262,679,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Public Sector,0.0
13703,25584,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,0.0
3183,27696,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
18947,30261,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,0.0
684,5203,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,10/49,Pvt Ltd,1.0
8708,12329,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,0.0
12133,26752,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10000+,Pvt Ltd,0.0
16362,11477,city_126,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Other,0.0
7808,14432,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,0.0
7873,2871,city_67,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Public Sector,1.0
2193,30176,city_91,Male,Has relevent experience,Full time course,Graduate,STEM,9,500-999,Pvt Ltd,0.0
16099,14609,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,1.0
6760,33328,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,0.0
17700,5811,city_100,Male,No relevent experience,Full time course,Masters,STEM,7,<10,Public Sector,0.0
14085,8492,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,0.0
4444,2878,city_100,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,1.0
7333,4576,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,0.0
2432,32300,city_65,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
15395,23100,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
9480,9660,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10000+,Pvt Ltd,0.0
15643,31601,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
12127,28952,city_103,Male,No relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1.0
3505,26890,city_36,Male,Has relevent experience,Full time course,Graduate,STEM,5,500-999,Pvt Ltd,0.0
3054,19366,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Pvt Ltd,1.0
11463,20410,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,0.0
81,21762,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
4243,12457,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10/49,NGO,1.0
17655,27290,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,16,1000-4999,Other,0.0
5630,18399,city_64,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,0.0
4531,18970,city_21,Male,No relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,0.0
18387,32164,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Funded Startup,0.0
8178,23939,city_114,Male,No relevent experience,Full time course,Graduate,STEM,7,10/49,Public Sector,0.0
14369,25281,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
2971,24426,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
7729,13343,city_115,Male,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
15675,24694,city_159,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,0.0
13824,32718,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
11962,20036,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,50-99,Pvt Ltd,0.0
15542,26259,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,0.0
10797,17847,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,0.0
10059,19219,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
13404,5856,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,NGO,0.0
11146,21545,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1.0
2209,26169,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1.0
3070,5920,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0.0
1440,25439,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,0.0
4579,18772,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
10042,24952,city_27,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
5434,10425,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,0.0
9900,26826,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,0.0
17992,24135,city_21,Male,Has relevent experience,Full time course,Masters,STEM,2,10/49,Pvt Ltd,1.0
817,27678,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Pvt Ltd,0.0
16591,28795,city_36,Male,Has relevent experience,Part time course,Graduate,STEM,10,100-500,Pvt Ltd,0.0
14191,32647,city_102,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,0.0
7332,20434,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,0.0
12322,7168,city_16,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
9315,20209,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,6,<10,Pvt Ltd,0.0
1677,8782,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,7,10/49,Pvt Ltd,0.0
5199,10405,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
13304,32472,city_73,Male,Has relevent experience,Part time course,Graduate,STEM,3,10000+,Public Sector,0.0
11337,5929,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,0.0
13183,2911,city_39,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Public Sector,0.0
11464,21368,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,6,100-500,Funded Startup,1.0
4063,3957,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
18023,18084,city_103,Male,Has relevent experience,Full time course,Masters,STEM,14,10000+,Pvt Ltd,1.0
2602,23363,city_123,Male,No relevent experience,Full time course,Graduate,Other,5,100-500,Pvt Ltd,0.0
4679,33149,city_145,Male,Has relevent experience,no_enrollment,Masters,STEM,12,<10,Pvt Ltd,0.0
14891,19064,city_73,Male,Has relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,0.0
6028,22915,city_144,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,100-500,Pvt Ltd,0.0
14658,1888,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,5000-9999,Pvt Ltd,1.0
9559,21680,city_27,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,1.0
18614,1944,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,4,<10,Early Stage Startup,1.0
9022,11808,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0.0
6771,27527,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Funded Startup,0.0
14485,10032,city_98,Male,No relevent experience,no_enrollment,Masters,Business Degree,16,10000+,Pvt Ltd,1.0
16158,10172,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
16763,15215,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
14132,389,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,9,500-999,Public Sector,0.0
2025,9034,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1.0
13575,31065,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,100-500,Pvt Ltd,0.0
3266,8697,city_54,Male,Has relevent experience,Full time course,Graduate,STEM,15,<10,Pvt Ltd,0.0
3881,24278,city_11,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Pvt Ltd,0.0
1579,31964,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,16,<10,Funded Startup,0.0
17506,22804,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,1.0
169,29497,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Public Sector,1.0
